,Description,Fixing_time,Severity,Priority
2622,"run viewer, edit mode
select from '2' to '5' in test case
ctrl-i to make italic.  this adds and moves content.
ctrl-z to undo.
click in the first line of text to move the selection.
crash.
""aBegin"" looks like garbage in the debugger.

test case:
<html><body>
<p>inbetween text</p>123<B>BOLD</B>456
</body></html>



stack:
compareFrames(nsIFrame * 0x01233e80, nsIFrame * 0x012604b0) line 691 + 33 bytes
nsRangeList::TakeFocus(nsRangeList * const 0x0125a710, nsIFocusTracker *
0x0125a64c, nsIFrame * 0x01233bc0, int 3, int 0, int 0) line 778 + 13 bytes
nsFrame::HandlePress(nsFrame * const 0x01233bc0, nsIPresContext & {...},
nsGUIEvent * 0x0012fda0, nsEventStatus & nsEventStatus_eIgnore) line 725
nsFrame::HandleEvent(nsFrame * const 0x01233bc0, nsIPresContext & {...},
nsGUIEvent * 0x0012fda0, nsEventStatus & nsEventStatus_eIgnore) line 688
PresShell::HandleEvent(PresShell * const 0x0125a644, nsIView * 0x01232800,
nsGUIEvent * 0x0012fda0, nsEventStatus & nsEventStatus_eIgnore) line 1849 + 33
bytes
nsView::HandleEvent(nsView * const 0x01232800, nsGUIEvent * 0x0012fda0, unsigned
int 8, nsEventStatus & nsEventStatus_eIgnore) line 825
nsView::HandleEvent(nsView * const 0x011df450, nsGUIEvent * 0x0012fda0, unsigned
int 8, nsEventStatus & nsEventStatus_eIgnore) line 808
nsView::HandleEvent(nsView * const 0x011df380, nsGUIEvent * 0x0012fda0, unsigned
int 8, nsEventStatus & nsEventStatus_eIgnore) line 808
nsScrollingView::HandleEvent(nsScrollingView * const 0x011df380, nsGUIEvent *
0x0012fda0, unsigned int 8, nsEventStatus & nsEventStatus_eIgnore) line 815
nsView::HandleEvent(nsView * const 0x01259b30, nsGUIEvent * 0x0012fda0, unsigned
int 28, nsEventStatus & nsEventStatus_eIgnore) line 808
nsViewManager::DispatchEvent(nsViewManager * const 0x01259a10, nsGUIEvent *
0x0012fda0, nsEventStatus & nsEventStatus_eIgnore) line 1226
HandleEvent(nsGUIEvent * 0x0012fda0) line 64
nsWindow::DispatchEvent(nsWindow * const 0x011df8c0, nsGUIEvent * 0x0012fda0,
nsEventStatus & nsEventStatus_eIgnore) line 369 + 10 bytes
nsWindow::DispatchWindowEvent(nsGUIEvent * 0x0012fda0) line 385
nsWindow::DispatchMouseEvent(unsigned int 302, nsPoint * 0x00000000 {x=???
y=???}) line 1906 + 15 bytes",15,critical,P1
2623,"RDFElementImpl::ParseAttributeString() cannot return anything but
kNameSpaceID_Unkown because the XML namespace scoping information is not
properly set up in the element via the nsIXMLContent::SetContainingNameSpace()
method.

The net effect is that we can't properly match on both namespace and tag name;
we only match tag name. This'll start to cause problems if people use the same
tag name in different namespaces.

Fixing this is not easy: currently, the XML namespace scoping information is
lost during the translation from serialized XML into an RDF graph. We'll need
to add some kind of table that stores this information. This gets even nastier
in the face of duplicate resources in the same document, and aggregation.
Anyway, it'll be a problem sometime...",46,normal,P2
2624,"A component in Mozilla product.  Only had 4 bugs...has not been used since the
200-350 bug # range.  All bugs moved to other components.  Please delete this
component.  Thanks!",0,normal,P2
2625,"Hi Terry-

Only 3 old bugs were in this component.  All moved off.  Please retire
component.",0,normal,P2
2626,"run viewer, go into edit mode
select ""nd"" in the word ""second""
ctrl-i to make italic.  This will split the text node containing ""second"" into 2
text nodes (""seco"" and ""nd""), create a new span node for <I> between the two
text nodes, delete the text node ""nd"" from it's parent (the span node for <B>),
then insert it into the span node <I>.  It is the reflow following the delete
that causes the crash.

test case:
<html><body>
<p>inbetween text</p>123<B>BOLD</B>456
<p>first<b>second</b></p>
<p>third<b>fourth</b></p>
</body></html>

stack:
TextFrame::ComputeTotalWordWidth(nsLineLayout & {...}, const nsHTMLReflowState &
{...}, nsIFrame * 0x0126be50, int 330) line 2437 + 13 bytes
TextFrame::Reflow(TextFrame * const 0x0126bad4, nsIPresContext & {...},
nsHTMLReflowMetrics & {...}, const nsHTMLReflowState & {...}, unsigned int &
5461424) line 2201 + 36 bytes
nsInlineReflow::ReflowFrame(int 1, nsHTMLReflowMetrics & {...}, unsigned int &
5461424) line 450
nsInlineReflow::ReflowFrame(nsIFrame * 0x0126bad0, int 1, unsigned int &
5461424) line 274 + 20 bytes
nsBlockFrame::ReflowInlineFrame(nsBlockReflowState & {...}, nsLineBox *
0x0126bed0, nsIFrame * 0x0126bad0, int * 0x0012c708) line 2525 + 31 bytes
nsBlockFrame::ReflowLine(nsBlockReflowState & {...}, nsLineBox * 0x0126bed0, int
* 0x0012c76c) line 1717 + 24 bytes
nsBlockFrame::ReflowDirtyLines(nsBlockReflowState & {...}) line 1472 + 20 bytes
nsBlockFrame::Reflow(nsBlockFrame * const 0x0126b9a4, nsIPresContext & {...},
nsHTMLReflowMetrics & {...}, const nsHTMLReflowState & {...}, unsigned int &
5255674) line 921 + 18 bytes
nsBlockReflowContext::ReflowBlock(nsIFrame * 0x0126b9a0, const nsRect & {x=0
y=855 width=8940 height=1073741824}, int 0, nsMargin & {top=0 right=0 bottom=0
left=0}, unsigned int & 5255674) line 192 + 39 bytes
nsBlockFrame::ReflowBlockFrame(nsBlockReflowState & {...}, nsLineBox *
0x0126bd30, int * 0x0012d5a8) line 2335 + 45 bytes
nsBlockFrame::ReflowLine(nsBlockReflowState & {...}, nsLineBox * 0x0126bd30, int
* 0x0012d5a8) line 1683 + 20 bytes
nsBlockFrame::ReflowDirtyLines(nsBlockReflowState & {...}) line 1472 + 20 bytes
nsBlockFrame::Reflow(nsBlockFrame * const 0x01269b44, nsIPresContext & {...},
nsHTMLReflowMetrics & {...}, const nsHTMLReflowState & {...}, unsigned int &
19307328) line 921 + 18 bytes
nsBlockReflowContext::ReflowBlock(nsIFrame * 0x01269b40, const nsRect & {x=0 y=0
width=9180 height=1073741824}, int 1, nsMargin & {top=0 right=0 bottom=0
left=0}, unsigned int & 19307328) line 192 + 39 bytes
nsBlockFrame::ReflowBlockFrame(nsBlockReflowState & {...}, nsLineBox *
0x01269db0, int * 0x0012e3e4) line 2335 + 45 bytes
nsBlockFrame::ReflowLine(nsBlockReflowState & {...}, nsLineBox * 0x01269db0, int
* 0x0012e3e4) line 1683 + 20 bytes
nsBlockFrame::ReflowDirtyLines(nsBlockReflowState & {...}) line 1472 + 20 bytes
nsBlockFrame::Reflow(nsBlockFrame * const 0x01269c64, nsIPresContext & {...},
nsHTMLReflowMetrics & {...}, const nsHTMLReflowState & {...}, unsigned int & 0)
line 921 + 18 bytes
nsAreaFrame::Reflow(nsAreaFrame * const 0x01269c64, nsIPresContext & {...},
nsHTMLReflowMetrics & {...}, const nsHTMLReflowState & {...}, unsigned int & 0)
line 503 + 25 bytes
nsContainerFrame::ReflowChild(nsIFrame * 0x01269c60, nsIPresContext & {...},
nsHTMLReflowMetrics & {...}, const nsHTMLReflowState & {...}, unsigned int & 0)
line 364 + 28 bytes
RootFrame::Reflow(RootFrame * const 0x01269994, nsIPresContext & {...},
nsHTMLReflowMetrics & {...}, const nsHTMLReflowState & {...}, unsigned int & 0)
line 256
nsContainerFrame::ReflowChild(nsIFrame * 0x01269990, nsIPresContext & {...},
nsHTMLReflowMetrics & {...}, const nsHTMLReflowState & {...}, unsigned int & 0)
line 364 + 28 bytes
nsScrollFrame::Reflow(nsScrollFrame * const 0x01268f04, nsIPresContext & {...},
nsHTMLReflowMetrics & {...}, const nsHTMLReflowState & {...}, unsigned int & 0)
line 350
nsContainerFrame::ReflowChild(nsIFrame * 0x01268f00, nsIPresContext & {...},
nsHTMLReflowMetrics & {...}, const nsHTMLReflowState & {...}, unsigned int & 0)
line 364 + 28 bytes
ViewportFrame::Reflow(ViewportFrame * const 0x01261e34, nsIPresContext & {...},
nsHTMLReflowMetrics & {...}, const nsHTMLReflowState & {...}, unsigned int & 0)
line 438
nsHTMLReflowCommand::Dispatch(nsHTMLReflowCommand * const 0x0126f250,
nsIPresContext & {...}, nsHTMLReflowMetrics & {...}, const nsSize & {width=9180
height=4470}, nsIRenderingContext & {...}) line 168
PresShell::ProcessReflowCommands(PresShell * const 0x0125e640) line 1175
PresShell::ExitReflowLock(PresShell * const 0x0125e640) line 621
PresShell::ContentRemoved(PresShell * const 0x0125e648, nsIDocument *
0x0120dc10, nsIContent * 0x0126a17c, nsIContent * 0x0126a1ec, int 2) line 1547
nsDocument::ContentRemoved(nsDocument * const 0x0120dc10, nsIContent *
0x0126a17c, nsIContent * 0x0126a1ec, int 2) line 1270
nsHTMLDocument::ContentRemoved(nsHTMLDocument * const 0x0120dc10, nsIContent *
0x0126a17c, nsIContent * 0x0126a1ec, int 2) line 724
nsGenericHTMLContainerElement::RemoveChildAt(int 2, int 1) line 2582
nsGenericHTMLContainerElement::RemoveChild(nsIDOMNode * 0x0126a1e0, nsIDOMNode *
* 0x0012f678) line 2392 + 14 bytes
nsHTMLSpanElement::RemoveChild(nsHTMLSpanElement * const 0x0126a170, nsIDOMNode
* 0x0126a1e0, nsIDOMNode * * 0x0012f678) line 43 + 22 bytes
DeleteElementTxn::Do() line 93 + 83 bytes
nsTransactionItem::Do() line 98 + 17 bytes",0,critical,P1
2627,"On the Welcome screen, when clicked on 'New Configuration' button, the cursor
should be at the Text box where to enter the name of the New configuration in
the dialog box.",236,normal,P2
2628,There should be hot keys for each button on the Wizard screens.,753,normal,P2
2629,"Without selecting/entering any name for the configuration, it is allowed to move
to next screen. Is this correct behavior?

Also, there is no default configuration name exists.",186,blocker,P1
2630,"In the 'New' dialogof Account setup screen for entering the name for the NCI
file, a filename is supplied without supplying a .nci file extension. A file is
created file in NCIFiles directory. Although, the instructions in the 'New'
dialog says that 'Please note that the file name must end with .nci'.",222,normal,P2
2631,"Customize Page 2 of 3: Both fields in User Agent String, requires to enter 10
characters and no space. But allows to enter words with spaces.",66,normal,P2
2632,"rdfutil.cpp maintains a global static reference to the nsIRDFService (see
rdf_EnsureRDFService). Need to change this so that is releases the service
manager.",187,normal,P2
2633,"The following content gives the correct value for the alert when run under the
4.5 browser but it gives ""undefined"" in 5.0.  This bug is currently blocking
some of the wallet work.

<HTML>
<HEAD>
  <SCRIPT>
    title_frame = 0;
    list_frame = 1;

    function load(){
      top.frames[list_frame].document.open();
      top.frames[list_frame].document.write(
        ""<FORM name=fSelectFillin>"" +
          ""<TABLE>"" +
            ""<TR>"" +
              ""<TD>"" +
                ""<SELECT>"" +
                  ""<OPTION VALUE=\""X\""> Y </OPTION>"" +
                ""</SELECT><BR>"" +
              ""</TD>"" +
            ""</TR>"" +
          ""</TABLE>"" +
        ""</FORM>""
      );
      alert(top.frames[list_frame].document.fSelectFillin[0]);
    };

  </SCRIPT>
</HEAD>
<FRAMESET ROWS = 25,* onLoad=load()>
  <FRAME SRC=about:blank
        NAME=title_frame
        SCROLLING=NO
        MARGINWIDTH=1
        MARGINHEIGHT=1
        NORESIZE>
    <FRAME SRC=about:blank
          NAME=list_frame
          SCROLLING=AUTO
          MARGINWIDTH=0
          MARGINHEIGHT=0
          NORESIZE>
</FRAMESET>

<NOFRAMES>
  <BODY> <P> </BODY>
</NOFRAMES>
</HTML>",189,normal,P2
2634,"Go to http://people.netscape.com/morse/bugs/walleted.html.  Under Linux this
crashes immediately and gives the stack trace shown below.  Appears to be in
layout.

Under win32 it doesn't crash immediately.  But if you go to the third pull-down
list (labelled ""synonyms"") and click on it, you get a crash.  Furthermore, the
stack trace of that crash does not indicate any decipherable modules (it just
says USER:).  If you look at the content, you will see it has a lot of
javascript so this bug could be due to javascript rather than layout, or perhaps
some interaction between them.  Of course this works just fine in 4.5.

Finally, even before the win32 crash, the javascript behavior is incorrect.
There are onchange handlers for each of the dropdown lists which are supposed to
update the other lists when the selected element in any one of the lists
changes.  This works fine in 4.5.  But in 5.0, the updating of the other lists
doesn't occur until you go select some other list and go back and reselect the
list that changed.

Here's the linux trace:

(gdb) bt
#0  0x40cd86a1 in __kill ()
#1  0x40cd84cf in raise (sig=6) at ../sysdeps/posix/raise.c:27
#2  0x40cd96df in abort () at ../sysdeps/generic/abort.c:83
#3  0x409c3d06 in nsDebug::Abort (aFile=0x404afa72 ""nsHTMLContentSink.cpp"",
aLine=1682)
    at nsDebug.cpp:85
#4  0x409c3d6e in nsDebug::Break (aFile=0x404afa72 ""nsHTMLContentSink.cpp"",
aLine=1682)
    at nsDebug.cpp:100
#5  0x409c3dd9 in nsDebug::PreCondition (
    aStr=0x404afe37 ""parser called OpenBody twice"",
    aExpr=0x404afe27 ""nsnull == mBody"", aFile=0x404afa72
""nsHTMLContentSink.cpp"",
    aLine=1682) at nsDebug.cpp:112
#6  0x4039bb37 in HTMLContentSink::OpenBody (this=0x82ac978, aNode=@0xbfffdb58)
    at nsHTMLContentSink.cpp:1682
#7  0x40616bea in CNavDTD::OpenBody (this=0x82f12e8, aNode=@0xbfffdb58)
    at CNavDTD.cpp:2129
#8  0x406172af in CNavDTD::OpenContainer (this=0x82f12e8, aNode=@0xbfffdb58,
    aUpdateStyleStack=1) at CNavDTD.cpp:2287
#9  0x406141b6 in CNavDTD::HandleDefaultStartToken (this=0x82f12e8,
aToken=0xbfffdbf4,
    aChildTag=eHTMLTag_body, aNode=@0xbfffdb58) at CNavDTD.cpp:905
#10 0x40614759 in CNavDTD::HandleStartToken (this=0x82f12e8, aToken=0xbfffdbf4)
    at CNavDTD.cpp:1052
#11 0x4061400e in CNavDTD::HandleDefaultStartToken (this=0x82f12e8,
aToken=0x81d90e8,
    aChildTag=eHTMLTag_br, aNode=@0xbfffdc94) at CNavDTD.cpp:831
#12 0x40614759 in CNavDTD::HandleStartToken (this=0x82f12e8, aToken=0x81d90e8)
    at CNavDTD.cpp:1052
#13 0x40612a15 in NavDispatchTokenHandler (aToken=0x81d90e8, aDTD=0x82f12e8)
    at CNavDTD.cpp:251
---Type <return> to continue, or q <return> to quit---
#14 0x40624f38 in CTokenHandler::operator() (this=0x82f1380, aToken=0x81d90e8,
    aDTD=0x82f12e8) at nsTokenHandler.cpp:80
#15 0x40613958 in CNavDTD::HandleToken (this=0x82f12e8, aToken=0x81d90e8,
    aParser=0x82af3a0) at CNavDTD.cpp:596
#16 0x40613642 in CNavDTD::BuildModel (this=0x82f12e8, aParser=0x82af3a0,
    aTokenizer=0x831d9b8, anObserver=0x0, aSink=0x82ac978) at CNavDTD.cpp:505
#17 0x406220e7 in nsParser::BuildModel (this=0x82af3a0) at nsParser.cpp:717
#18 0x40621fd0 in nsParser::ResumeParse (this=0x82af3a0, aDefaultDTD=0x0)
    at nsParser.cpp:669
#19 0x40621e5e in nsParser::Parse (this=0x82af3a0, aSourceBuffer=@0xbfffde94,
    aKey=0x1, aContentType=@0xbfffde80, aEnableVerify=0, aLastCall=1)
    at nsParser.cpp:637
#20 0x403a53d6 in nsHTMLDocument::WriteCommon (this=0x82af100, cx=0x81a4290,
    argv=0x82d2e68, argc=1, aNewlineTerminate=0) at nsHTMLDocument.cpp:1329
#21 0x403a5510 in nsHTMLDocument::Write (this=0x82af100, cx=0x81a4290,
argv=0x82d2e68,
    argc=1) at nsHTMLDocument.cpp:1342
#22 0x406c0996 in HTMLDocumentWrite (cx=0x81a4290, obj=0x8318190, argc=1,
    argv=0x82d2e68, rval=0xbfffdfd8) at nsJSHTMLDocument.cpp:714
#23 0x4095f79b in js_Invoke (cx=0x81a4290, argc=1, constructing=0) at
jsinterp.c:650
#24 0x4096f372 in js_Interpret (cx=0x81a4290, result=0xbfffe380) at
jsinterp.c:2183
#25 0x4095f7f9 in js_Invoke (cx=0x81a4290, argc=0, constructing=0) at
jsinterp.c:666
#26 0x4096f372 in js_Interpret (cx=0x81a4290, result=0xbfffe754) at
jsinterp.c:2183
#27 0x4095f7f9 in js_Invoke (cx=0x81a4290, argc=0, constructing=0) at
jsinterp.c:666
#28 0x4096f372 in js_Interpret (cx=0x81a4290, result=0xbfffeb28) at
jsinterp.c:2183
#29 0x4095f7f9 in js_Invoke (cx=0x81a4290, argc=1, constructing=0) at
jsinterp.c:666
#30 0x4095fab0 in js_CallFunctionValue (cx=0x81a4290, obj=0x819ba08,
fval=135910240,
    argc=1, argv=0xbfffec74, rval=0xbfffec78) at jsinterp.c:735
---Type <return> to continue, or q <return> to quit---
#31 0x40939331 in JS_CallFunctionValue (cx=0x81a4290, obj=0x819ba08,
fval=135910240,
    argc=1, argv=0xbfffec74, rval=0xbfffec78) at jsapi.c:2370
#32 0x406b08bd in nsJSEventListener::ProcessEvent (this=0x82aa8d8,
aEvent=0x82ae000)
    at nsJSEventListener.cpp:97
#33 0x402cf002 in nsEventListenerManager::HandleEvent (this=0x82aa048,
    aPresContext=@0x8201028, aEvent=0xbfffed68, aDOMEvent=0xbfffece0,
    aEventStatus=@0xbfffed94) at nsEventListenerManager.cpp:499
#34 0x4069deec in GlobalWindowImpl::HandleDOMEvent (this=0x81b1678,
    aPresContext=@0x8201028, aEvent=0xbfffed68, aDOMEvent=0xbfffece0, aFlags=1,
    aEventStatus=@0xbfffed94) at nsGlobalWindow.cpp:1820
#35 0x40026c7f in nsWebShell::OnConnectionsComplete (this=0x80e8fb8)
    at nsWebShell.cpp:1997
#36 0x4001df67 in nsDocLoaderImpl::AreAllConnectionsComplete (this=0x80e9240)
    at nsDocLoader.cpp:1257
#37 0x4001dea8 in nsDocLoaderImpl::LoadURLComplete (this=0x80e9240,
aURL=0x82154f8,
    aBindInfo=0x82154c8, aStatus=0) at nsDocLoader.cpp:1226
#38 0x4001ef21 in nsDocumentBindInfo::OnStopBinding (this=0x82154c8,
aURL=0x82154f8,
    aStatus=0, aMsg=0xbfffee54) at nsDocLoader.cpp:1729
#39 0x407c2653 in stub_complete (stream=0x8215ce0) at nsStubContext.cpp:585
#40 0x4079ab9c in net_MemCacheComplete (stream=0x81a81c8) at mkmemcac.c:724
#41 0x40775413 in net_ProcessHTTP (ce=0x82158b8) at mkhttp.c:3523
#42 0x407e8e23 in NET_ProcessNet (ready_fd=0x81fb438, fd_type=2) at
mkgeturl.c:3367
#43 0x407f0d01 in NET_PollSockets () at mkselect.c:298
#44 0x407baf0e in nsNetlibService::NetPollSocketsCallback (aTimer=0x81e4b88,
    aClosure=0x807c6a0) at nsNetService.cpp:1217
#45 0x405ee149 in TimerImpl::FireTimeout (this=0x81e4b88) at nsTimer.cpp:73
#46 0x405ee67e in nsTimerExpired (aCallData=0x81e4b88) at nsTimer.cpp:188
---Type <return> to continue, or q <return> to quit---
#47 0x40b8fae1 in g_timeout_dispatch ()
#48 0x40b8eda2 in g_main_dispatch ()
#49 0x40b8f291 in g_main_iterate ()
#50 0x40b8f441 in g_main_run ()
#51 0x40ab970b in gtk_main ()
#52 0x40054000 in nsAppShell::Run (this=0x8097798) at nsAppShell.cpp:145
#53 0x8053aea in nsNativeViewerApp::Run (this=0x8094220) at nsGTKMain.cpp:42
#54 0x8053d4e in main (argc=1, argv=0xbffff7d4) at nsGTKMain.cpp:",25,major,P1
